,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
4636,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,0,[2-3],[0-1],[2-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[-1-0],[0-4],[0-3],[0-2],[0-5],[0-4]
4637,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,elementary education,0.0,0,[2-3],[0-1],[2-5],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-0.33],[0-4],[0-3],[0-2],[6-8],[5-6]
4638,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,,1,[4-6],[0-1],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[0-4],[0-3],[0-2],[6-8],[5-6]
4639,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,0,[0-1],[0-1],[2-5],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[0-4],[0-3],[0-2],[9-10],[7-10]
4640,female,asian/pacific islander/asian-american,other,elementary education,0.0,0,[4-6],[0-1],[2-5],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[0-4],[0-3],[0-2],[6-8],[0-4]
4641,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,0,[0-1],[0-1],[2-5],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[0-4],[0-3],[0-2],[6-8],[5-6]
4642,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,1,[2-3],[0-1],[2-5],[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-0.33],[0-4],[0-3],[0-2],[6-8],[5-6]
4643,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,1,[2-3],[0-1],[2-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-0.33],[0-4],[0-3],[0-2],[6-8],[5-6]
4644,female,asian/pacific islander/asian-american,other,elementary education,0.0,0,[2-3],[0-1],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-0.33],[0-4],[0-3],[0-2],[0-5],[0-4]
4645,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,0,[0-1],[0-1],[2-5],[16-20],[21-100],[16-20],[0-15],[0-15],[16-20],[9-10],[9-10],[6-8],[6-8],[0-5],[6-8],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[-1-0],[0-4],[0-3],[0-2],[6-8],[5-6]
4646,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,0,[7-37],[0-1],[2-5],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[0-4],[0-3],[0-2],[0-5],[0-4]
4647,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education,0.0,0,[2-3],[0-1],[2-5],[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[0-4],[0-3],[0-2],[6-8],[0-4]
4648,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,cognitive studies in education,0.0,0,[2-3],[6-10],[2-5],[16-20],[16-20],[21-100],[0-15],[0-15],[0-15],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[9-10],[5-6]
4649,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,0,[2-3],[6-10],[2-5],[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0.33-1],[7-10],[0-3],[0-2],[9-10],[5-6]
4650,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,0,[0-1],[6-10],[2-5],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
4651,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,1,[4-6],[6-10],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0.33-1],[7-10],[0-3],[0-2],[9-10],[0-4]
4652,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,0,[4-6],[6-10],[2-5],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[9-10],[5-6]
4653,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,cognitive studies in education,0.0,0,[2-3],[6-10],[2-5],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[9-10],[5-6]
4654,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,1.0,0,[7-37],[6-10],[2-5],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[6-8],[5-6]
4655,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,0,[7-37],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[9-10],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
4656,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,0,[4-6],[6-10],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[-1-0],[7-10],[0-3],[0-2],[9-10],[5-6]
4657,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,0,[4-6],[6-10],[2-5],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0.33-1],[7-10],[0-3],[0-2],[6-8],[0-4]
4658,male,asian/pacific islander/asian-american,european/caucasian-american,cognitive studies in education,0.0,0,[0-1],[6-10],[2-5],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
4659,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,cognitive studies in education,1.0,0,[2-3],[6-10],[2-5],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[0-2],[6-8],[5-6]
4660,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,cognitive studies in education,1.0,0,[4-6],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0.33-1],[7-10],[0-3],[0-2],[9-10],[5-6]
4661,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,cognitive studies in education,0.0,0,[0-1],[6-10],[2-5],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0.33-1],[7-10],[0-3],[0-2],[9-10],[5-6]
4662,male,european/caucasian-american,asian/pacific islander/asian-american,education,0.0,0,[2-3],[2-5],[6-10],[16-20],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[0-4]
4663,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[2-3],[2-5],[6-10],[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[0-5],[9-10],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[0-4]
4664,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[4-6],[2-5],[6-10],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[0-5],[7-10]
4665,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[7-37],[2-5],[6-10],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[0-4]
4666,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[7-37],[2-5],[6-10],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[0-4]
4667,male,european/caucasian-american,asian/pacific islander/asian-american,education,0.0,0,[7-37],[2-5],[6-10],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[0-4]
4668,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[2-3],[2-5],[6-10],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
4669,male,european/caucasian-american,european/caucasian-american,education,0.0,1,[2-3],[2-5],[6-10],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[7-10]
4670,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[7-37],[2-5],[6-10],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[0-3],[3-5],[0-5],[0-4]
4671,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[0-1],[2-5],[6-10],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[7-10]
4672,male,european/caucasian-american,european/caucasian-american,education,0.0,0,[4-6],[2-5],[6-10],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[0-4]
4673,male,european/caucasian-american,asian/pacific islander/asian-american,education,0.0,1,[2-3],[2-5],[6-10],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[0-5],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
4674,male,european/caucasian-american,asian/pacific islander/asian-american,education,0.0,0,[7-37],[2-5],[6-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[0-3],[3-5],[6-8],[0-4]
4675,male,european/caucasian-american,asian/pacific islander/asian-american,education,,0,[4-6],[2-5],[6-10],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[7-10]
4676,male,european/caucasian-american,asian/pacific islander/asian-american,computer science,0.0,0,[4-6],[6-10],[6-10],[16-20],[16-20],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
4677,male,european/caucasian-american,european/caucasian-american,computer science,0.0,0,[4-6],[6-10],[6-10],[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
